qhat,theta,n_safe,n_uncertain,n_risk,frac_safe,frac_uncertain,frac_risk
0.0127124932319819,1.4,133,1,10,0.9236111111111112,0.006944444444444444,0.06944444444444445
0.0127124932319819,1.45,103,8,33,0.7152777777777778,0.05555555555555555,0.22916666666666666
0.0127124932319819,1.5,72,12,60,0.5,0.08333333333333333,0.4166666666666667
0.0187984037239454,1.4,128,6,10,0.8888888888888888,0.041666666666666664,0.06944444444444445
0.0187984037239454,1.45,101,10,33,0.7013888888888888,0.06944444444444445,0.22916666666666666
0.0187984037239454,1.5,65,19,60,0.4513888888888889,0.13194444444444445,0.4166666666666667
0.0223433320784276,1.4,127,7,10,0.8819444444444444,0.04861111111111111,0.06944444444444445
0.0223433320784276,1.45,99,12,33,0.6875,0.08333333333333333,0.22916666666666666
0.0223433320784276,1.5,60,24,60,0.4166666666666667,0.16666666666666666,0.4166666666666667
0.0373040253670799,1.4,120,14,10,0.8333333333333334,0.09722222222222222,0.06944444444444445
0.0373040253670799,1.45,92,19,33,0.6388888888888888,0.13194444444444445,0.22916666666666666
0.0373040253670799,1.5,37,47,60,0.2569444444444444,0.3263888888888889,0.4166666666666667
0.0177480702483712,1.4,130,4,10,0.9027777777777778,0.027777777777777776,0.06944444444444445
0.0177480702483712,1.45,101,10,33,0.7013888888888888,0.06944444444444445,0.22916666666666666
0.0177480702483712,1.5,67,17,60,0.4652777777777778,0.11805555555555555,0.4166666666666667
0.0252788325598734,1.4,126,8,10,0.875,0.05555555555555555,0.06944444444444445
0.0252788325598734,1.45,99,12,33,0.6875,0.08333333333333333,0.22916666666666666
0.0252788325598734,1.5,57,27,60,0.3958333333333333,0.1875,0.4166666666666667
0.0456407675701222,1.4,117,17,10,0.8125,0.11805555555555555,0.06944444444444445
0.0456407675701222,1.45,88,23,33,0.6111111111111112,0.1597222222222222,0.22916666666666666
0.0456407675701222,1.5,22,62,60,0.1527777777777778,0.4305555555555556,0.4166666666666667
0.0274528207728803,1.4,126,8,10,0.875,0.05555555555555555,0.06944444444444445
0.0274528207728803,1.45,99,12,33,0.6875,0.08333333333333333,0.22916666666666666
0.0274528207728803,1.5,54,30,60,0.375,0.20833333333333334,0.4166666666666667
0.0238684636830666,1.4,126,8,10,0.875,0.05555555555555555,0.06944444444444445
0.0238684636830666,1.45,99,12,33,0.6875,0.08333333333333333,0.22916666666666666
0.0238684636830666,1.5,58,26,60,0.4027777777777778,0.18055555555555555,0.4166666666666667
0.0112235004125038,1.4,133,1,10,0.9236111111111112,0.006944444444444444,0.06944444444444445
0.0112235004125038,1.45,105,6,33,0.7291666666666666,0.041666666666666664,0.22916666666666666
