sample_id,split,FW_THICK_CM,PBLI_THICK_CM,SHIELD_THICK_CM,VV_THICK_CM,LI6_ENRICH_ATOM_FRAC,tbr,tbr_pred,ci_lower,ci_upper,ci_width
72,train,4.779471365111548,48.68755818210526,32.57038582899479,18.20455749900897,0.551543114611339,1.390283479828,1.390273424811457,1.3550892335594238,1.4254576160634902,0.0703683825040664
73,train,2.76763151646048,48.03197850420882,37.29287332299626,10.959013642525496,0.5786469826400729,1.527592046964,1.5275150928695884,1.4923309016175552,1.5626992841216216,0.0703683825040664
74,test,4.456173988423727,52.02060635754975,36.82888680064104,11.182789227741976,0.7294689241680015,1.441254919372,1.4463707934554833,1.41118660220345,1.4815549847075165,0.0703683825040664
75,calibration,3.72120023739504,52.95597223716911,13.194561670533371,29.176028713217065,0.3044464805934301,1.419422746416,1.4546069376680333,1.419422746416,1.4897911289200665,0.0703683825040664
76,train,4.314163801800447,79.13140213518498,25.723554135403475,12.080799651975806,0.6392934968163555,1.442071767853,1.4419459817214193,1.406761790469386,1.4771301729734525,0.0703683825040664
77,train,4.5995171945609234,76.28276204969937,42.61756425531446,25.0758507936203,0.6190880608589684,1.41583516412,1.4159103268324684,1.3807261355804352,1.4510945180845016,0.0703683825040664
78,train,4.576917967819896,56.31592022775428,15.243372102901034,25.16131563301168,0.8004914642899783,1.438177179018,1.4382495387351457,1.4030653474831125,1.473433729987179,0.0703683825040664
79,train,1.4659555329170584,75.08074767602096,38.36019399302819,10.197157502174544,0.7545041931736021,1.53608096143,1.534771909287764,1.4995877180357309,1.5699561005397973,0.0703683825040664
80,train,2.4018134026073854,39.024877975548165,11.848169003186676,16.400864879938624,0.690481992241829,1.54401799045,1.5441029640665174,1.5089187728144842,1.5792871553185506,0.0703683825040664
81,train,2.607823971094559,37.292665501253865,20.051378940154148,16.15376247208527,0.7438169054701268,1.543817636719,1.5437415112353403,1.508557319983307,1.5789257024873735,0.0703683825040664
82,train,3.487708369714863,60.349510637902085,15.334158444206295,19.871470927594,0.4242192841477468,1.468655464239,1.4688019166761626,1.4336177254241294,1.5039861079281958,0.0703683825040664
83,train,1.8365269904261436,59.33946868204932,45.914199177122754,21.72592685210092,0.6586407415989766,1.543389712943,1.5434332803717166,1.5082490891196834,1.5786174716237498,0.0703683825040664
84,train,3.203983493894792,35.95321985113366,43.32320966019599,11.714943400898076,0.65371743724102,1.51640038562,1.5162657428124846,1.4810815515604514,1.5514499340645178,0.0703683825040664
85,train,1.2501222297466503,54.75726792549072,39.82199662988078,14.616406498631427,0.7250552930093073,1.525808774258,1.5258013219383586,1.4906171306863254,1.5609855131903918,0.0703683825040664
86,train,1.9755086467489704,75.42605758361759,18.28953660168736,12.704165349972971,0.8091577826832783,1.549058723544,1.549027028408603,1.5138428371565698,1.5842112196606362,0.0703683825040664
87,test,3.0037678621952946,71.90896453272323,48.355926450644304,12.916200304738773,0.8624410827292501,1.538338064578,1.5377133696903738,1.5025291784383406,1.572897560942407,0.0703683825040664
88,train,1.3273152520734233,53.58360017291372,29.859320316718343,20.151894972292997,0.8542719426717169,1.529111710591,1.529170327318398,1.4939861360663649,1.5643545185704313,0.0703683825040664
89,train,1.066917566427464,44.23354406606033,23.79209330293609,14.197165219574275,0.8343468372340743,1.514590836761,1.5148039005090355,1.4796197092570023,1.5499880917610687,0.0703683825040664
90,train,1.8611581019477972,50.27403980011553,29.453145420042524,17.656002807987157,0.8444144854891056,1.547587858037,1.547415423310382,1.5122312320583489,1.5825996145624153,0.0703683825040664
91,train,2.715744776016098,72.90283536506828,30.296612669627343,11.469588103049114,0.5475750102457122,1.526014134703,1.5263561750683057,1.4911719838162725,1.5615403663203389,0.0703683825040664
92,test,4.741830759006486,74.03768607657389,26.804909962966605,17.616350631397847,0.7951556409562575,1.424260201344,1.4286870973819628,1.3935029061299296,1.463871288633996,0.0703683825040664
93,train,1.74771204944154,62.07092987497477,43.49414317675511,21.446890880333527,0.6554215569597912,1.541856932405,1.5419923185055466,1.5068081272535134,1.5771765097575798,0.0703683825040664
94,train,4.359228912691627,55.46360678725837,43.685456674436026,14.05860313547658,0.3613830231162493,1.385420343617,1.3853818758045944,1.3501976845525612,1.4205660670566276,0.0703683825040664
95,train,4.660918272574355,70.62703941436692,34.632420016158065,16.78948099821598,0.6059486440125414,1.408906570835,1.4161483106305435,1.3809641193785103,1.4513325018825767,0.0703683825040664
96,train,2.032852482971652,69.03030381082824,21.763343807095477,15.65996690299072,0.8846184180394079,1.55069652922,1.5506046521879464,1.5154204609359132,1.5857888434399796,0.0703683825040664
97,train,3.519655779730749,43.51161423504972,23.383431721286104,29.63639445477149,0.5656677926444544,1.489416931785,1.489333789127748,1.4541495978757148,1.5245179803797813,0.0703683825040664
98,train,4.90076720266695,68.71326708745221,48.28756047606565,19.51498499141224,0.4482406468051277,1.359783223398,1.3596419810283895,1.3244577897763563,1.3948261722804227,0.0703683825040664
99,test,4.25139093869114,78.22954970930172,11.283852602582773,14.501531625636634,0.7046677012650573,1.45477527186,1.4482462279431811,1.413062036691148,1.4834304191952143,0.0703683825040664
100,train,4.993476155669189,63.617041929750094,33.47219242348807,29.06117847336883,0.5688368299519122,1.374143391189,1.3739782033060224,1.3387940120539892,1.4091623945580556,0.0703683825040664
101,train,2.3037139166565828,57.23040530871782,34.7978574091091,10.830700401280843,0.711708125832609,1.546303754585,1.5462850782453055,1.5111008869932723,1.5814692694973387,0.0703683825040664
102,test,2.543893638612861,50.69133630628277,31.66529766461153,15.905480902654029,0.818032012012859,1.547752040669,1.546067041915646,1.5108828506636127,1.5812512331676791,0.0703683825040664
103,test,4.299792949209009,66.25377719290755,36.66628923819182,14.889876474654267,0.5999971254537626,1.438468281471,1.4419780983977184,1.4067939071456852,1.4771622896497516,0.0703683825040664
104,train,3.5459149112624497,39.72005179679304,46.12349657078272,28.32537715269068,0.4403571992845555,1.46801315959,1.4815991823447123,1.4464149910926791,1.5167833735967455,0.0703683825040664
105,train,3.574931156252713,51.48763360290235,19.85592587275484,24.85393054905752,0.7897977750420601,1.507758395844,1.507914822706246,1.4727306314542128,1.5430990139582792,0.0703683825040664
106,test,4.518547268367831,39.7369537215855,24.38134256649939,27.89651302857495,0.8797434302999285,1.449269740764,1.4476112467164886,1.4124270554644553,1.4827954379685218,0.0703683825040664
107,calibration,2.1409383065214223,32.04457846072994,47.20523387478119,10.515479623313489,0.4685957869504341,1.530802008201,1.534241780039502,1.4990575887874689,1.5694259712915353,0.0703683825040664
108,train,4.092250351982854,36.65597430452637,48.80685315913327,22.655448822007184,0.377354912748483,1.411707877899,1.4116220317202977,1.3764378404682645,1.4468062229723309,0.0703683825040664
