region,feature,grid_value,pdp_log10_h3
cell_2,PBLI_THICK_CM,51.73650948933974,8.538284488799809e-06
cell_2,PBLI_THICK_CM,52.65577263194653,8.538284488799809e-06
cell_2,PBLI_THICK_CM,53.575035774553314,-2.2386603154354128e-05
cell_2,PBLI_THICK_CM,54.49429891716011,-3.5787567488760175e-05
cell_2,PBLI_THICK_CM,55.41356205976689,1.1664669346182253e-05
cell_2,PBLI_THICK_CM,56.332825202373684,1.2882204706848501e-05
cell_2,PBLI_THICK_CM,57.252088344980464,1.2882204706848501e-05
cell_2,PBLI_THICK_CM,58.17135148758726,8.147014095914535e-05
cell_2,PBLI_THICK_CM,59.09061463019404,8.147014095914535e-05
cell_2,PBLI_THICK_CM,60.009877772800834,8.147014095914535e-05
cell_2,PBLI_THICK_CM,60.929140915407615,8.147014095914535e-05
cell_2,PBLI_THICK_CM,61.84840405801441,8.206333475526999e-05
cell_2,PBLI_THICK_CM,62.76766720062119,6.719074229537238e-05
cell_2,PBLI_THICK_CM,63.686930343227985,6.719074229537238e-05
cell_2,PBLI_THICK_CM,64.60619348583477,6.197484996964614e-05
cell_2,PBLI_THICK_CM,65.52545662844156,7.37876759399445e-05
cell_2,PBLI_THICK_CM,66.44471977104834,7.37876759399445e-05
cell_2,PBLI_THICK_CM,67.36398291365512,8.104087871193687e-05
cell_2,PBLI_THICK_CM,68.28324605626192,8.357755241630046e-05
cell_2,PBLI_THICK_CM,69.20250919886871,8.587135722906101e-05
cell_2,PBLI_THICK_CM,70.12177234147549,8.587135722906101e-05
cell_2,PBLI_THICK_CM,71.04103548408227,0.00012060672178532338
cell_2,PBLI_THICK_CM,71.96029862668907,0.00012060672178532338
cell_2,PBLI_THICK_CM,72.87956176929586,0.00012060672178532338
cell_2,PBLI_THICK_CM,73.79882491190264,0.00012060672178532338
cell_2,PBLI_THICK_CM,74.71808805450942,0.00012060672178532338
cell_2,PBLI_THICK_CM,75.63735119711622,0.00011897186498379394
cell_2,PBLI_THICK_CM,76.55661433972301,0.00011897186498379394
cell_2,PBLI_THICK_CM,77.47587748232979,0.00011897186498379394
cell_2,SHIELD_THICK_CM,12.004204705349025,-6.271156970336035e-06
cell_2,SHIELD_THICK_CM,12.735005269071817,-6.271156970336035e-06
cell_2,SHIELD_THICK_CM,13.465805832794608,-2.4010159981962658e-06
cell_2,SHIELD_THICK_CM,14.1966063965174,1.2497708950190724e-05
cell_2,SHIELD_THICK_CM,14.927406960240189,3.0522276894306923e-06
cell_2,SHIELD_THICK_CM,15.65820752396298,-8.881778904157842e-06
cell_2,SHIELD_THICK_CM,16.389008087685774,-1.4822683662610617e-05
cell_2,SHIELD_THICK_CM,17.11980865140856,-1.6036337138736254e-05
cell_2,SHIELD_THICK_CM,17.850609215131353,-1.6036337138736254e-05
cell_2,SHIELD_THICK_CM,18.581409778854145,-2.302130033205415e-05
cell_2,SHIELD_THICK_CM,19.312210342576936,-1.2977954830373955e-05
cell_2,SHIELD_THICK_CM,20.043010906299727,-1.5462858707488002e-05
