sample_id,split,FW_THICK_CM,PBLI_THICK_CM,SHIELD_THICK_CM,VV_THICK_CM,LI6_ENRICH_ATOM_FRAC,tbr,tbr_pred,ci_lower,ci_upper,pr_tbr_gt_1.05,pr_tbr_gt_1.10,pr_tbr_gt_1.15,pr_tbr_gt_1.20,pr_tbr_gt_1.25,pr_tbr_gt_1.30,pr_tbr_gt_1.35,pr_tbr_gt_1.40,pr_tbr_gt_1.45,pr_tbr_gt_1.50
97,train,3.519655779730749,43.51161423504972,23.383431721286104,29.63639445477149,0.5656677926444544,1.489416931785,1.489333789127748,1.4541495978757148,1.5245179803797813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34842324787505846
98,train,4.90076720266695,68.71326708745221,48.28756047606565,19.51498499141224,0.4482406468051277,1.359783223398,1.3596419810283895,1.3244577897763563,1.3948261722804227,1.0,1.0,1.0,1.0,1.0,1.0,0.637021495809318,0.0,0.0,0.0
99,test,4.25139093869114,78.22954970930172,11.283852602582773,14.501531625636634,0.7046677012650573,1.45477527186,1.4482462279431811,1.413062036691148,1.4834304191952143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4750772720018473,0.0
100,train,4.993476155669189,63.617041929750094,33.47219242348807,29.06117847336883,0.5688368299519122,1.374143391189,1.3739782033060224,1.3387940120539892,1.4091623945580556,1.0,1.0,1.0,1.0,1.0,1.0,0.840752514876076,0.13020612712713986,0.0,0.0
101,train,2.3037139166565828,57.23040530871782,34.7978574091091,10.830700401280843,0.711708125832609,1.546303754585,1.5462850782453057,1.5111008869932725,1.581469269497339,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,test,2.543893638612861,50.69133630628277,31.66529766461153,15.905480902654029,0.818032012012859,1.547752040669,1.546067041915646,1.5108828506636127,1.5812512331676791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
103,test,4.299792949209009,66.25377719290755,36.66628923819182,14.889876474654267,0.5999971254537626,1.438468281471,1.4419780983977184,1.4067939071456852,1.4771622896497516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38600133587242835,0.0
104,train,3.5459149112624497,39.72005179679304,46.12349657078272,28.32537715269068,0.4403571992845555,1.46801315959,1.4815991823447123,1.4464149910926791,1.5167833735967455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9490536974171083,0.238507309668169
105,train,3.574931156252713,51.48763360290235,19.85592587275484,24.85393054905752,0.7897977750420601,1.507758395844,1.507914822706246,1.4727306314542128,1.5430990139582792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6124769736719274
106,test,4.518547268367831,39.7369537215855,24.38134256649939,27.89651302857495,0.8797434302999285,1.449269740764,1.4476112467164886,1.4124270554644551,1.4827954379685218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46605359966354964,0.0
107,calibration,2.1409383065214223,32.04457846072994,47.20523387478119,10.515479623313489,0.4685957869504341,1.530802008201,1.534241780039502,1.4990575887874689,1.5694259712915353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.986607462343238
108,train,4.092250351982854,36.65597430452637,48.80685315913327,22.655448822007184,0.377354912748483,1.411707877899,1.4116220317202977,1.3764378404682645,1.4468062229723309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6651598531432229,0.0,0.0
109,train,3.648015710160623,66.6062554320301,26.00486607431125,15.024018326312197,0.5419303460138633,1.478617220821,1.4786084356171705,1.4434242443651373,1.5137926268692037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9065524117385719,0.1960060239896326
110,train,1.7669721220405488,69.45664377999253,12.270660364626108,20.43984966618196,0.6459896713763449,1.541726534167,1.541640610161748,1.506456418909715,1.5768248014137811,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,train,1.5044482299181223,31.45501402438836,36.16952997499233,25.55291792535297,0.7639757777815142,1.536968348166,1.5371022723399717,1.5019180810879385,1.5722864635920049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,train,3.892586417759428,34.470143151095414,23.03402726998476,23.24431252655754,0.331026384245326,1.415226965909,1.4153303457102562,1.380146154458223,1.4505145369622894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7178584353473005,0.0073120475983612515,0.0
113,train,4.685783895880284,47.66859453420536,21.094698903522715,12.179888941275204,0.6744088100860627,1.415721417616,1.4161578241970434,1.3809736329450102,1.4513420154490766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7296176723418328,0.01907128459289351,0.0
114,train,4.963204554715057,53.669499764963774,40.07621562061188,19.729482155115573,0.3842616994438742,1.338042683716,1.3384396660482256,1.3032554747961924,1.3736238573002588,1.0,1.0,1.0,1.0,1.0,1.0,0.3357169293879047,0.0,0.0,0.0
115,train,4.066382226682849,32.62139745491998,44.19712411312448,26.51970812455856,0.6007292675139266,1.45647034329,1.4564228107766777,1.4212386195246445,1.4916070020287109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5912740999312662,0.0
116,test,2.367465556172244,41.541250819699485,42.29280619278039,18.062650003685874,0.8272113299383788,1.549930022829,1.5465831368626617,1.5113989456106285,1.581767328114695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,train,2.070086151539658,62.53842011350921,22.30597555810504,29.856249375330275,0.403118882443012,1.52457675659,1.5248105554805396,1.4896263642285064,1.5599947467325728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8525810114948404
118,train,1.4963962519504774,75.93974003181461,33.645516938619394,25.77296420418585,0.4944349435499811,1.531266761169,1.5311291162045768,1.4959449249525436,1.56631330745661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9423736214595801
119,train,1.8121322067508256,56.68223630845314,39.085876811421095,16.067896786244912,0.5939418140647778,1.540732476299,1.5408116584102782,1.505627467158245,1.5759958496623114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120,train,3.8331450974119807,49.3566610172828,46.394664106326914,17.954006800201615,0.8699965734147952,1.497828884006,1.4981129500679624,1.4629287588159292,1.5332971413199956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47318326974577624
121,test,2.4401479933503767,65.42489731111817,24.527213538823247,20.583999321786592,0.4750048023578089,1.52553215739,1.529543968836078,1.4943597775840447,1.564728160088111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9198472067248474
122,train,2.874956185366345,76.71842387965006,44.67047187534129,21.979821434059623,0.6423763765687229,1.529645808344,1.5329162846051685,1.497732093353135,1.5681004758572017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9677709424863663
123,train,3.1925846501707777,54.20056671992886,25.31298770239234,16.619381895560682,0.6366063682981999,1.515540370242,1.5156851135328138,1.4805009222807806,1.550869304784847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7229000152434563
124,train,1.02389466609322,72.22551785993619,16.84513190256119,23.75619054566192,0.4294312542583635,1.51237826057,1.5156273716907729,1.4804431804387397,1.550811562942806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.722079450097774
125,train,1.9496811847690088,59.55514337492879,23.2434452857436,13.142191600278291,0.7688096971011034,1.547812496707,1.5476935739001572,1.512509382648124,1.5828777651521904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,train,3.154085509431985,46.87334723679709,15.908850606374669,26.722548282794115,0.7867625008628659,1.529394370524,1.529077428589804,1.493893237337771,1.564261619841837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9132172369902603
127,train,2.6626276283138908,64.92862058660936,18.34601475863349,25.33206492611321,0.6783190451537328,1.538681365092,1.5387804095699182,1.503596218317885,1.5739646008219514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
128,calibration,1.3724810597653927,58.619708744841375,33.13502177251061,13.50796498456205,0.5370004830865748,1.529580996507,1.5289020548925831,1.49371786364055,1.5640862461446163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9107250140489296
129,train,4.811612461564992,70.60575032899956,13.85600757044248,21.32228987027598,0.3748662503815484,1.349144010222,1.3490496182747116,1.3138654270226784,1.3842338095267448,1.0,1.0,1.0,1.0,1.0,1.0,0.4864941939622731,0.0,0.0,0.0
130,test,3.748506310876349,61.0658591862744,47.76580124357335,15.262310251940637,0.3036889629831795,1.41677341952,1.4523139948974213,1.417129803645388,1.4874981861494545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5328840143126442,0.0
131,train,4.757655538571664,65.88213176713163,40.98407817451134,27.10822434193313,0.8376331111518251,1.426594101444,1.4266892557123196,1.3915050644602864,1.4618734469643528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8792790847619302,0.16873269701299087,0.0
132,train,1.1224679392894232,73.72099069449666,17.491554100132802,28.54352755412722,0.8478903313756581,1.517727791389,1.5177773830479293,1.482593191795896,1.5529615742999625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7526331061667078
133,train,2.932712339302719,45.491599256863,40.36895021340498,23.62536347856662,0.4605174039681383,1.50663319747,1.5066290224536198,1.4714448312015866,1.541813213705653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5942045591745237
134,calibration,2.638448895238424,47.332828684714,45.506556024446496,23.53970772227325,0.5609817133575319,1.529509086097,1.529248485134674,1.4940642938826407,1.5644326763867071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9156481091914218
135,train,4.05342709551273,77.81129557303686,45.1835900317906,15.382515678147056,0.6129647257164503,1.458880196888,1.4588804813458187,1.4236962900937855,1.494064672597852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.626199878834867,0.0
136,train,2.4787874618319004,60.61267499159701,22.0971968970088,13.902212077566771,0.3640956841244451,1.508620439063,1.508660571115779,1.4734763798637458,1.5438447623678122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6230747504431913
137,train,3.1062891744930656,58.40629382420149,24.01307949845051,20.30918659150728,0.4516076904780643,1.496933286505,1.4932760907477938,1.4580918994957606,1.528460281999827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4044470113858639
138,calibration,2.517489765384683,70.19935119744588,49.32136206406368,14.826815278089216,0.3336671636563384,1.50030388727,1.5064032353339636,1.4712190440819304,1.5415874265859968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5909959147290839
139,train,3.138673912036644,62.93397891307653,34.373568768302505,15.549983016819288,0.3569465608937906,1.476022351294,1.4761325122944835,1.4409483210424503,1.5113167035465167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8713672442730003,0.16082085652406095
140,train,1.2126238534496443,55.326743585401104,15.75421656685413,24.59496461179072,0.6232186989725379,1.523913506473,1.5237701760971436,1.4885859848451104,1.5589543673491768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8377962552396311
141,train,3.869811427659869,40.65933421216469,17.986543256693786,19.33061509042806,0.5914914532154403,1.469913285268,1.4696589854186544,1.4344747941666212,1.5048431766706876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7793724215206789,0.06882603377173961
142,train,1.529716540779567,46.21149930032358,40.62265584488882,19.002621635604,0.8060653107575504,1.538266124971,1.5385387040400822,1.503354512788049,1.5737228952921154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,test,1.915393665036805,56.8353257954531,25.013818197055816,23.38426153314164,0.3698433863194416,1.522936041681,1.5196692358512702,1.484485044599237,1.5548534271033034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7795180896780396
